Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
1424,University of California Riverside,3.72,Bachelors,Preston,M,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.34
1425,University of Virginia,2.07,Masters,Fort Lauderdale,N/A,0,1,0,4,Banking Analytics Consultant,2/6,8/16,N/A,N/A,N/A,N/A,N/A,N/A,1.25
1426,University of California Los Angeles,3.34,Masters,Portland,N/A,N/A,1,0,3,Mutual Fund Analyst,11/6,6/12,Econometrician,7/7,4/23,Robo Advisory Data Scientist,2/6,8/17,1.11
1427,University of Rhode Island,4.23,Masters,Poole,F,1,0,N/A,0,Liquidity Risk Analyst,9/23,11/23,Algorithmic Market Maker,9/22,6/24,Regulatory Compliance Analyst,5/15,2/19,5.66
1428,Virginia Polytechnic Institute and State University,3.07,Phd,Prince George's County,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.52
1429,Newcastle University,3.47,Masters,Nottingham,F,0,0,0,3,Financial Reporting Analyst,10/9,12/9,N/A,N/A,N/A,N/A,N/A,N/A,6.15
1430,University of Portsmouth,2.29,Masters,Cambridge,M,1,1,N/A,1,Real Estate Investment Analyst,7/17,4/20,N/A,N/A,N/A,N/A,N/A,N/A,3.93
1431,University of Georgia,4.02,Bachelors,Portland,N/A,0,0,0,2,Customer Segmentation Specialist,12/9,10/16,Customer Experience Analyst,6/4,1/11,Hedge Fund Analyst,10/12,4/23,5.61
1432,Ohio University ,0.99,Masters,Guildford,F,0,0,1,4,Counterparty Credit Risk Analyst,1/15,4/17,Retail Banking Analyst,2/7,9/10,N/A,N/A,N/A,8.23
1433,University of Central Florida,1.33,Masters,Durham,N/A,0,1,1,1,Banking Analytics Consultant,3/18,11/22,Private Equity Analyst,3/22,8/24,Capital Adequacy Modeler,10/2,4/8,0.32
1434,Stevens Institute of Technology,4.77,Phd,Chester,N/A,N/A,1,0,1,Quantitative Investment Analyst,12/24,12/24,N/A,N/A,N/A,N/A,N/A,N/A,2.1
1435,Western Washington University,4.96,Bachelors,Leeds,M,1,0,0,1,Asset Liability Management Analyst,2/7,8/19,Investment Operations Analyst,12/19,2/23,N/A,N/A,N/A,5.51
1436,Purdue University West Lafayette,1.18,Masters,Uxbridge,F,0,0,0,1,Client Relations Analyst,4/12,9/13,Corporate Finance Analyst,4/15,10/18,Marketing Data Scientist,8/20,7/23,2.74
1437,University of the West of Scotland,2.52,Masters,St. Louis,N/A,1,1,0,4,Financial Engineering Specialist,5/4,9/4,N/A,N/A,N/A,N/A,N/A,N/A,5.37
1438,University of Central Florida,1.82,Phd,St. Andrews,F,N/A,1,N/A,4,Basel II Analyst,8/3,5/22,Revenue Analyst,3/16,7/24,Retail Banking Analyst,5/17,5/21,5.47
1439,University of California Santa Cruz,4.04,Bachelors,Omaha,M,0,1,N/A,2,Derivatives Analyst,7/5,5/21,Capital Adequacy Modeler,12/17,8/18,N/A,N/A,N/A,0.78
1440,University of Pittsburgh,4.93,Masters,Tuscaloosa,F,0,0,0,2,Financial Advisor,9/2,9/10,Algorithmic Investment Analyst,4/21,12/21,Equity Research Analyst,8/5,3/21,1.58
1441,University of Wisconsin Milwaukee,4.17,Bachelors,Los Angeles,N/A,1,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.18
1442,University of Edinburgh,3.03,Phd,Milton Keynes,F,0,1,1,2,Credit Scoring Specialist,2/3,1/8,N/A,N/A,N/A,N/A,N/A,N/A,4.02
1443,London South Bank University,0.4,Phd,Guildford,M,0,0,N/A,0,Anti Money Laundering Specialist,7/22,1/24,N/A,N/A,N/A,N/A,N/A,N/A,6.24
1444,University of Texas at El Paso,3.61,Masters,Guildford,F,N/A,0,1,2,International Finance Analyst,4/23,10/24,Credit Portfolio Manager,1/10,4/20,Financial Product Analyst,3/4,1/5,4.32
1445,University of Southern California,2.1,Phd,Middlesbrough,N/A,0,0,0,4,Sales Analyst,4/5,6/19,Quantitative Investment Analyst,8/21,12/24,Fixed Income Research Analyst,11/23,2/24,1.17
1446,University of Sussex,1.81,Bachelors,Rochester,M,0,1,0,4,Revenue Analyst,3/15,1/23,Customer Lifetime Value Analyst,5/7,12/10,Banking Fraud Investigator,11/5,2/20,8.01
1447,Howard University,0.4,Phd,Albany,N/A,0,0,N/A,1,Market Microstructure Analyst,11/6,10/10,Quantitative Risk Analyst,7/14,5/19,N/A,N/A,N/A,1.26
1448,University of Minnesota,4.71,Bachelors,Philadelphia,M,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.95
1449,New Mexico State University,2.43,Masters,Wolverhampton,N/A,0,0,N/A,1,Investment Banking Analyst,1/9,3/24,N/A,N/A,N/A,N/A,N/A,N/A,0.86
1450,University of Alabama,3.97,Bachelors,Boston,N/A,N/A,1,N/A,2,Private Equity Analyst,9/14,6/16,Behavioral Analytics Researcher,2/9,4/16,Pricing Analyst,2/2,4/5,7.3
1451,University of California San Diego,0.5,Bachelors,Middlesbrough,M,0,0,0,2,Mergers and Acquisitions Analyst,7/18,12/23,Quantitative Risk Analyst,3/3,1/17,Investment Portfolio Analyst,6/4,12/14,4.61
1452,Creighton University,2.83,Bachelors,Hempstead,F,N/A,1,1,2,Hedge Fund Analyst,11/5,10/13,N/A,N/A,N/A,N/A,N/A,N/A,6.1
1453,University of Houston,1.18,Phd,Atlanta,N/A,1,0,0,3,Algorithmic Trade Surveillance Analyst,12/8,4/16,Financial Reporting Data Scientist,5/6,1/13,Treasury Analyst,5/24,12/24,9.71
1454,Robert Gordon University,3.17,Masters,Troy,N/A,N/A,1,0,0,Credit Scoring Specialist,1/3,1/7,Algorithm Developer,5/18,4/20,Investment Operations Analyst,12/9,2/10,4.48
1455,University of Central Florida,2.17,Bachelors,New Orleans,M,0,1,0,4,Quantitative Risk Analyst,3/22,10/24,Market Sentiment Analyst,3/15,4/16,Strategic Planning Analyst,4/12,10/14,2.3
1456,University of Brighton,0.6,Masters,San Diego,M,N/A,1,0,1,Model Implementation Specialist,9/22,N/A,Client Relations Analyst,11/7,1/9,Marketing Data Scientist,11/21,2/23,5.12
1457,Brandeis University,4.6,Masters,Fairbanks,N/A,0,1,N/A,3,Structured Finance Analyst,12/17,5/24,Public Finance Analyst,1/9,12/18,Regulatory Capital Analyst,6/9,6/13,1.66
1458,University of California Los Angeles,4.53,Masters,Birmingham,N/A,1,0,0,3,Algorithmic Trade Surveillance Analyst,1/9,N/A,Product Pricing Analyst,10/20,12/23,N/A,N/A,N/A,5.35
1459,Iowa State University,1.82,Bachelors,Lincoln,F,1,1,N/A,4,Mergers and Acquisitions Analyst,10/6,N/A,Anti Money Laundering Specialist,10/21,2/22,N/A,N/A,N/A,2.82
1460,University of New Mexico,3.64,Bachelors,Lubbock,F,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.46
1461,University of Reading,0.99,Bachelors,Salt Lake City,N/A,0,0,0,2,Algorithmic Trade Surveillance Analyst,6/21,12/23,Alternative Data Researcher,8/15,8/21,Equity Derivatives Analyst,6/5,8/9,6.17
1462,University of the West of England,1.68,Bachelors,York,F,N/A,0,1,3,Hedge Fund Quantitative Analyst,6/2,6/21,Credit Risk Analyst,10/8,8/13,N/A,N/A,N/A,9.57
1463,Ohio State University,4.37,Bachelors,Liverpool,N/A,0,0,1,4,Algorithmic Compliance Officer,11/6,N/A,Risk Analyst,4/15,3/22,Algorithmic Investment Analyst,12/11,3/23,2.69
1464,Portland State University,2.8,Phd,Tuscaloosa,F,0,1,N/A,4,Asset Pricing Analyst,10/24,11/24,Algorithmic Investment Analyst,3/14,3/19,Liquidity Stress Testing Analyst,1/16,11/17,2.02
1465,University of Illinois at Urbana Champaign,3.93,Phd,Newcastle upon Tyne,M,1,0,1,4,Algorithmic Trading Risk Manager,2/10,N/A,Equity Research Analyst,9/12,9/20,N/A,N/A,N/A,9.24
1466,Tufts University,1.42,Bachelors,Bellingham,N/A,0,0,1,3,Algorithmic Investment Strategist,6/21,12/23,Risk Appetite Analyst,6/4,8/20,N/A,N/A,N/A,0.83
1467,Harvard University,4.63,Phd,Lincoln,F,1,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.62
1468,Worcester Polytechnic Institute,3.28,Bachelors,Sheffield,N/A,1,1,1,4,Consumer Insights Analyst,3/24,8/24,Model Risk Management Specialist,4/17,12/17,Corporate Strategy Data Scientist,11/18,2/23,2.58
1469,Johns Hopkins University,3.49,Masters,Toledo,N/A,0,1,N/A,3,Liquidity Stress Testing Analyst,1/11,N/A,Alternative Data Researcher,12/4,5/5,N/A,N/A,N/A,6.09
1470,Imperial College London,2.83,Phd,Ames,M,1,0,0,0,Asset Liability Management Analyst,6/11,8/12,Pricing Analyst,2/9,6/22,Budget Analyst,6/23,7/23,7.58
1471,Ohio University ,4.86,Phd,Poole,N/A,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8
1472,University of Pennsylvania,2.04,Phd,Oxford,F,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.9
1473,University of Missouri St Louis,0.49,Bachelors,Albany,F,0,0,1,1,Customer Lifetime Value Analyst,4/5,4/24,Asset Management Data Scientist,11/9,7/16,Algorithmic Trading Developer,11/13,1/14,8.55
1474,University of Minnesota,1.97,Phd,Evanston,F,0,0,1,4,Marketing Data Scientist,6/3,10/23,Robo Advisory Data Scientist,9/22,1/23,Algorithm Developer,4/19,2/21,2.89
1475,UCL,1.54,Masters,Ruston,F,0,1,1,2,Algorithmic Compliance Officer,9/15,1/18,Corporate Finance Analyst,3/21,4/21,Credit Loss Forecasting Analyst,10/15,7/22,6.64
1476,University of South Florida,0.59,Masters,Kingston,N/A,1,1,N/A,0,Commercial Banking Analyst,1/22,N/A,Commercial Banking Analyst,12/24,12/24,N/A,N/A,N/A,0.97
1477,University of Pennsylvania,1.6,Masters,Aberdeen,M,N/A,1,1,2,Financial Reporting Analyst,12/8,12/21,Investment Banking Analyst,9/4,3/8,Capital Adequacy Modeler,7/17,12/23,6.17
1478,St Georges University of London,4.83,Phd,Newcastle ,F,N/A,1,0,3,Financial Reporting Data Scientist,3/15,10/19,Corporate Strategy Data Scientist,8/2,3/17,N/A,N/A,N/A,7.41
1479,Oakland University,0.63,Masters,Sheffield,F,N/A,1,1,1,Algorithmic Trading Risk Manager,12/3,6/12,Mortgage Risk Analyst,12/3,2/18,Credit Risk Data Scientist,9/6,10/20,2.84
1480,Duke University,3.44,Bachelors,Boston,F,N/A,1,1,1,Financial Forecasting Analyst,5/20,9/20,N/A,N/A,N/A,N/A,N/A,N/A,8.33
1481,Newcastle University,1.32,Masters,Birmingham,M,N/A,0,0,4,Financial Forecasting Analyst,12/11,3/23,Regulatory Stress Testing Analyst,7/5,12/24,Stress Testing Modeler,5/20,7/22,7.69
1482,University of Nebraska Medical Center,1.44,Bachelors,Nottingham,N/A,N/A,1,N/A,1,Regulatory Reporting Data Scientist,5/12,5/23,Algorithm Validation Engineer,8/21,8/23,Financial Controller,8/21,1/23,4.5
1483,Howard University,2.09,Bachelors,Nottingham,F,1,0,N/A,2,Model Governance Analyst,11/15,N/A,Hedge Fund Analyst,1/7,7/22,Forensic Accountant,3/22,12/24,4.3
1484,Clark University,0.44,Phd,Seattle,F,1,0,N/A,1,Financial Technology Analyst,5/3,7/8,N/A,N/A,N/A,N/A,N/A,N/A,4.97
1485,Stanford University,1.56,Phd,Ormskirk,M,N/A,0,0,4,Public Finance Analyst,3/18,N/A,Investment Risk Analyst,11/2,3/23,Algorithmic Investment Strategist,6/18,5/21,0.18
1486,Nottingham Trent University,0.27,Masters,Arlington,F,0,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.45
1487,Kings College London,3.13,Bachelors,Egham,F,0,1,1,1,Equity Research Analyst,3/9,6/23,Credit Analyst,3/8,3/24,N/A,N/A,N/A,0.39
1488,University of North Carolina Wilmington,4.81,Bachelors,Reading,F,0,1,N/A,1,Model Development Analyst,5/2,10/6,Financial Reporting Analyst,12/11,6/15,Credit Risk Analyst,11/9,8/15,9.1
1489,Bangor University,3.28,Bachelors,Canterbury,M,0,0,0,0,Investment Banking Analyst,3/12,12/14,N/A,N/A,N/A,N/A,N/A,N/A,4.72
1490,Coventry University,2.95,Phd,Greensboro,N/A,1,0,N/A,3,Liquidity Risk Analyst,11/15,4/19,N/A,N/A,N/A,N/A,N/A,N/A,9.55
1491,University of Lincoln,1.84,Masters,Portland,N/A,0,1,0,3,Portfolio Manager,4/2,2/7,Algorithmic Compliance Officer,5/24,8/24,N/A,N/A,N/A,4.08
1492,Stanford University,1.05,Phd,Egham,N/A,0,0,0,3,Algorithm Validation Engineer,5/17,N/A,Stress Testing Modeler,11/17,7/24,Predictive Analytics Manager,10/4,11/22,8.1
1493,Western Washington University,4.47,Bachelors,Atlanta,M,N/A,0,0,2,Banking Operations Data Scientist,1/6,10/10,N/A,N/A,N/A,N/A,N/A,N/A,5.25
1494,Cardiff Metropolitan University,2.74,Bachelors,Fairfax,F,N/A,1,1,0,Customer Segmentation Specialist,5/17,7/21,Algorithmic Compliance Officer,9/5,10/8,N/A,N/A,N/A,5.63
1495,Virginia Polytechnic Institute and State University,1.91,Masters,Miami,N/A,N/A,1,N/A,3,Mortgage Risk Analyst,4/7,12/17,Credit Loss Forecasting Analyst,2/9,9/20,Credit Analyst,1/2,9/20,5.25
1496,Edge Hill University,2.63,Masters,Tulsa,N/A,0,1,0,3,Market Research Analyst,4/22,3/23,N/A,N/A,N/A,N/A,N/A,N/A,10
1497,University of East London,0.43,Masters,Bellingham,N/A,N/A,1,1,4,Forensic Accountant,1/23,9/24,Client Relations Analyst,8/15,5/21,Investment Operations Analyst,4/4,10/22,2.36
1498,West Virginia University,4.51,Bachelors,Derby,N/A,0,1,N/A,4,Derivatives Pricing Analyst,3/18,5/19,Algorithm Developer,4/4,11/11,Economic Analyst,12/20,2/22,0.41
1499,University of North Carolina at Greensboro,1.73,Masters,Chapel Hill,N/A,N/A,0,1,0,Regulatory Compliance Analyst,9/20,3/21,Asset Management Data Scientist,6/17,7/19,Treasury Analyst,10/2,8/16,3.66
1500,University of Wisconsin Madison,2.87,Bachelors,Atlanta,M,1,0,N/A,2,Mortgage Risk Analyst,11/8,12/20,Credit Loss Forecasting Analyst,7/10,12/19,Algorithmic Market Maker,2/7,8/8,9.94
1501,University of East London,2.81,Masters,Egham,M,0,1,N/A,0,Financial Forecasting Analyst,6/4,8/10,Financial Controller,11/15,1/21,N/A,N/A,N/A,8.5
1502,Penn State,4.78,Masters,Omaha,F,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.66
1503,Brunel University London,1.12,Masters,Kent,N/A,N/A,0,N/A,2,Corporate Strategy Data Scientist,6/20,4/23,Investment Analyst,9/13,2/18,N/A,N/A,N/A,4.79
1504,Lancaster University,0.65,Bachelors,Uxbridge,N/A,1,1,1,3,Investment Portfolio Analyst,11/9,6/24,N/A,N/A,N/A,N/A,N/A,N/A,1.6
1505,Ohio State University,1.59,Masters,Pittsburgh,F,0,0,1,4,Pricing Analyst,12/12,5/16,Real Time Transaction Monitoring Analyst,2/18,2/23,Corporate Finance Analyst,10/2,3/14,0
1506,University of Texas at Austin,2.19,Phd,New Orleans,F,N/A,1,0,3,Financial Market Data Scientist,4/14,2/20,N/A,N/A,N/A,N/A,N/A,N/A,1.91
1507,New Mexico Institute of Mining and Technology,2.88,Phd,Coventry,F,0,1,0,1,Public Finance Analyst,6/4,6/13,Liquidity Risk Analyst,7/23,8/24,Retail Banking Analyst,12/15,6/19,2.73
1508,Syracuse University,1.87,Phd,Ruston,F,0,0,N/A,1,Algorithm Developer,5/17,12/19,N/A,N/A,N/A,N/A,N/A,N/A,7.87
1509,UCL,2.05,Masters,Clemson,F,1,0,N/A,0,Banking Analytics Consultant,4/3,10/3,Product Pricing Analyst,1/7,11/16,Algorithm Validation Engineer,3/13,4/18,8.75
1510,University of Arkansas,0.33,Bachelors,Cambridge,N/A,1,0,N/A,0,Credit Portfolio Manager,2/18,3/22,N/A,N/A,N/A,N/A,N/A,N/A,3.43
1511,University of Wisconsin Milwaukee,3.19,Phd,Philadelphia,M,N/A,1,1,1,Asset Liability Management Analyst,10/8,7/24,Quantitative Risk Analyst,6/2,2/17,Structured Finance Analyst,11/23,4/24,7.71
1512,University of Wolverhampton,4.9,Masters,Brighton,M,1,0,0,1,Quantitative Risk Analyst,11/12,1/14,N/A,N/A,N/A,N/A,N/A,N/A,2.6
1513,University of Rhode Island,4.59,Bachelors,Washington DC,N/A,N/A,1,1,2,Fraud Detection Analyst,9/24,11/24,Algorithmic Trading Developer,7/9,8/16,Quantitative Trading Analyst,6/21,5/23,1.76
1514,Northumbria University,4.92,Masters,Rochester,N/A,0,1,1,1,Credit Scoring Specialist,11/12,1/23,Commodity Analyst,5/3,12/7,Economic Analyst,3/15,3/19,6.21
1515,Texas AandM University,0.54,Phd,Boston,M,N/A,1,N/A,4,Hedge Fund Quantitative Analyst,1/18,N/A,Stress Testing Modeler,3/16,12/24,N/A,N/A,N/A,3.54
1516,University of Toledo,4.85,Masters,Nottingham,F,1,0,1,1,Quantitative Trading Analyst,6/6,N/A,Market Research Analyst,6/21,11/21,Enterprise Risk Management Analyst,5/23,2/24,2.47
1517,Columbia University,0.41,Masters,Bath,F,0,1,1,2,Business Intelligence Analyst,11/8,3/11,Insurance Analyst,12/14,9/17,Forensic Accountant,4/10,2/15,6.32
1518,Texas Tech University,0.52,Masters,Camden,N/A,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.5
1519,University of Alabama in Huntsville,1.79,Phd,Philadelphia,N/A,1,1,0,3,Data Visualization Specialist,4/17,9/18,Derivatives Analyst,1/5,10/17,Equity Research Analyst,11/16,7/22,4.3
1520,Columbia University,2.42,Phd,Fairfax,M,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.6
1521,University of Connecticut,2.65,Masters,Las Vegas,N/A,1,0,0,4,Machine Learning Model Validator,2/18,5/22,Client Relations Analyst,8/12,12/24,Insurance Analyst,3/23,9/23,1.12
1522,University of Delaware,2.98,Bachelors,Ithaca,M,0,0,1,1,Asset Pricing Analyst,9/4,N/A,Banking Technology Consultant,4/23,9/23,N/A,N/A,N/A,3.46
1523,University of Bath,3.33,Bachelors,Ruston,F,0,0,N/A,0,Retail Banking Analyst,10/4,1/20,Robo Advisory Data Scientist,11/14,8/18,Financial Product Analyst,8/13,5/16,5.31
1524,Rice University,4.96,Masters,Kensington,F,0,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.49
1525,State University of New York Albany,4.38,Phd,Denver,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.3
1526,University of Virginia,1.88,Bachelors,Poole,M,N/A,1,0,0,Quantitative Trading Analyst,7/5,2/10,Operational Risk Modeling Analyst,8/23,4/24,Credit Risk Analyst,9/12,3/14,3.95
1527,University of Warwick,3.62,Bachelors,Preston,N/A,1,0,N/A,1,Market Sentiment Analyst,8/24,12/24,Capital Markets Data Scientist,2/11,10/16,Commercial Banking Analyst,8/21,7/24,2.44
1528,Colorado State University Fort Collins,4.38,Masters,Coleraine,F,0,1,0,4,Econometrician,1/22,12/24,Asset Pricing Analyst,10/24,10/24,Portfolio Optimization Analyst,6/19,2/20,9.77
1529,William and Mary,1.27,Bachelors,Las Vegas,N/A,1,0,1,1,Derivatives Pricing Analyst,4/7,4/22,Banking Analytics Consultant,7/6,10/13,Financial Forecasting Analyst,8/14,8/19,5.29
1530,University of Florida,0.57,Phd,Ormskirk,F,0,0,1,0,Model Governance Analyst,7/19,7/22,N/A,N/A,N/A,N/A,N/A,N/A,9.98
1531,University of Texas at Austin,4.63,Phd,Colchester,F,1,0,N/A,2,Treasury Analyst,4/17,3/24,Mutual Fund Analyst,7/22,1/23,Algorithmic Compliance Officer,10/20,12/20,1.49
1532,Swansea University,3.42,Phd,Birmingham,F,1,1,0,3,Machine Learning Model Auditor,2/21,8/21,Commercial Banking Analyst,1/13,12/18,Enterprise Risk Management Analyst,12/2,4/9,9.76
1533,University of Brighton,2.43,Phd,Durham,M,N/A,0,0,2,Treasury Analyst,7/20,5/22,Forensic Accountant,5/20,9/21,Economic Capital Analyst,6/4,2/21,9.01
1534,Bournemouth University,0.76,Masters,Portland,M,N/A,1,0,1,Algorithmic Market Maker,6/16,7/18,Counterparty Credit Risk Analyst,6/3,6/5,Model Implementation Specialist,2/16,2/20,3.61
1535,Rochester Institute of Technology,1.63,Bachelors,Jacksonville,F,1,0,1,0,Mortgage Risk Analyst,3/19,11/24,Algorithmic Market Maker,1/20,2/20,Quantitative Analyst,11/5,9/17,7.89
1536,Louisiana Tech University,3.61,Bachelors,Medford,F,N/A,1,1,4,Consumer Insights Analyst,7/15,6/18,Basel III Implementation Specialist,12/13,3/15,Venture Capital Analyst,6/7,2/11,9.05
1537,Emory University,0.24,Masters,Bethlehem,M,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.45
1538,University of Bedfordshire,1.93,Phd,Milwaukee,M,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.71
1539,University of Florida,1.28,Masters,Newcastle ,F,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.86
1540,University of Chester,1.74,Bachelors,Omaha,N/A,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.54
1541,Portland State University,3.11,Phd,York,N/A,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.46
1542,New York University,4.02,Bachelors,Durham,M,1,0,N/A,2,Market Microstructure Analyst,6/8,11/23,Investment Banking Analyst,10/4,8/5,N/A,N/A,N/A,5.22
1543,Brighton and Sussex Medical School,2.42,Bachelors,Melbourne,M,0,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.46
1544,American University,1.16,Phd,Liverpool,M,N/A,1,0,2,Treasury Analyst,8/6,2/21,Market Sentiment Analyst,7/12,4/17,Investment Risk Analyst,3/3,3/3,5.45
1545,University of Bristol,2.88,Bachelors,Birmingham,N/A,0,0,N/A,2,Fixed Income Research Analyst,6/3,9/19,Machine Learning Engineer,8/17,8/19,Financial Advisor,12/15,6/19,1.67
1546,Indiana University,0.94,Masters,Birmingham,M,0,0,N/A,3,Financial Product Analyst,9/4,N/A,Basel III Implementation Specialist,10/13,11/24,Model Risk Management Specialist,7/9,10/13,2.82
1547,University of California Santa Cruz,4.59,Phd,Southampton,N/A,1,0,0,0,Forensic Accountant,3/21,6/24,Robo Advisory Data Scientist,1/23,12/24,N/A,N/A,N/A,7.13
1548,University of Edinburgh,2.85,Bachelors,Aberystwyth,M,0,0,1,3,Credit Scoring Specialist,7/10,6/13,Quantitative Risk Analyst,12/6,7/13,N/A,N/A,N/A,1.25
1549,Keele University,1.42,Bachelors,Bozeman,M,N/A,0,0,1,Economic Capital Analyst,3/20,4/23,Banking Fraud Investigator,12/2,12/11,Stress Testing Modeler,4/5,3/23,5.6
1550,University of Tulsa,2.73,Phd,Ithaca,F,N/A,1,0,3,Machine Learning Engineer,7/7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.11
1551,University of Kansas,4.91,Masters,Birmingham,M,0,1,0,0,Algorithmic Liquidity Manager,9/24,N/A,Real Estate Investment Analyst,11/2,5/21,Algorithmic Trading Developer,6/10,7/21,9.12
1552,University of Sussex,1.46,Masters,Kensington,N/A,N/A,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.17
1553,University of Central Florida,1.09,Bachelors,Cambridge,M,N/A,1,N/A,4,Retail Banking Analyst,10/3,5/8,Asset Management Analyst,4/6,3/13,Regulatory Compliance Analyst,5/6,9/24,2.37
1554,Florida Institute of Technology,2.94,Bachelors,Greenwich,N/A,N/A,0,1,0,Actuarial Analyst,3/13,1/15,Corporate Finance Analyst,6/12,6/14,Algorithm Developer,1/23,5/23,2.59
1555,University of Rhode Island,3.11,Bachelors,Evanston,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.44
1556,University of Alabama,0.96,Bachelors,Greensboro,F,1,0,N/A,2,Fixed Income Research Analyst,11/6,11/16,Loan Approval Modeler,12/22,4/23,Machine Learning Model Validator,12/17,3/24,9.49
1557,University of South Carolina Columbia,3.25,Masters,Nottingham,F,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.23
1558,Florida State University,2.47,Masters,San Marcos,M,N/A,1,0,2,Equity Derivatives Analyst,8/21,N/A,Econometrician,11/8,10/16,Sales Analyst,3/4,7/6,5.01
1559,University of California Davis,4.94,Bachelors,Loughborough,F,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.79
1560,Birmingham City University,0.97,Phd,Colchester,M,1,1,1,1,Commercial Banking Analyst,2/21,9/21,Anti Money Laundering Specialist,2/4,5/19,N/A,N/A,N/A,2.27
1561,American University,1.15,Phd,Albany,N/A,1,0,1,4,Quantitative Risk Analyst,2/14,5/14,Mergers and Acquisitions Analyst,1/14,2/18,Corporate Strategy Data Scientist,8/16,9/24,1.86
1562,University of Alabama,1.5,Masters,Cambridge,N/A,N/A,0,1,3,Customer Segmentation Specialist,8/16,3/20,Economic Capital Analyst,6/18,1/24,Financial Product Analyst,9/19,4/23,4.01
1563,University of California Riverside,1.35,Phd,Luton,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.86
1564,Massachusetts Institute of Technology,2.55,Bachelors,Coleraine,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.25
1565,University of Arkansas,3.01,Phd,Kensington,M,1,0,N/A,2,Capital Markets Data Scientist,9/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.58
1566,Canterbury Christ Church University,3.18,Phd,North West,N/A,N/A,0,0,4,Regulatory Compliance Analyst,8/19,1/24,Market Research Analyst,2/17,6/21,Hedge Fund Quantitative Analyst,5/9,11/10,4.39
